id,comment,score
908,有小鲜肉，能不烂吗,0.4763
909,墙倒众人推而已，你们也就只会盯着鹿晗了,0.0991
910,哈哈哈哈哈笑死我了 你给陈赫改名了,0.6357
911,是鹿哥粉丝，但绝对不无脑捧。这部电影因为鹿哥去看，但要不是给了钱，我看到一半就想走。真的感觉一直在纸上谈兵，请问上海堡垒你是在侮辱我的智商吗？,0.0141
912,上一次是《逐梦演艺圈》也这么疯,0.7657
914,真的不好看0.0,0.6796
915,你是一个让我感觉有血有肉的官方账号，是真的有感情有热血的账号，这也让我感觉得到你们有多想把这部影片做好。昨天我保持高度理性看完了整场电影，理智的去分析影评各个方面的优劣，下一次我会让我的感性尽情的去享受这份来自两千余人六年多的热情和心血。无论如何，从无到有最是难得，谢谢你们。,1.0
916, 太可爱了,0.6663
917,像女扮男装,0.9118
918,没有全选选项……,0.6499
919,主题海报设计的都有问题。投资了几个亿的电影，海报就不能用点心吗？,0.9135
920,一是电影本身拍的就很烂。 二是主演鹿晗，如果没有那张戴帽子的剧照流出来，或许还会好点。,0.9851
921,我就感觉鹿哥太可爱了，陈赫嘛不管，鹿哥开心就开心,0.8503
922,这钱脏,0.5
923,就是有你们这群黑子才这样，就这么嫉妒鹿晗,0.7428
924,有进步空间，说烂片不至于吧？,0.6338
925,辛苦啦  ,0.82
926,我哭了，,0.7049
927,  回头笑+按电梯+偷看他+郁金香——感情戏真的少了,0.9792
928,可可爱爱了,0.9189
929,我是看了这个电影的  不能说电影很烂吧   但是让我进不去不想再看下去是真的  整个故事镜头切换是混乱的  所以导致我看不懂 看不下去  每个人发声很正常  但我也希望不要跟风 用自己的感觉去判断 用真实体验过后的感受去评判,0.3566
930,我肯定选那个沙比呗,0.6562
931,给大家讲个笑话：鹿晗拯救世界！！！！,0.6541
932,收钱了？,0.0884
933,？？？？造谣石锤了吧！,0.1319
934,世人皆知道理，但随波逐流，偏见难免。做好自己该做的，努力会被看见的,0.9966
935,?所以到底是科幻还是披着科幻皮的言情?,0.9899
936,没看过，但是听说鹿晗演的还OK就是剧本很emmm,0.5228
938,下午刚去看完电影，这段我们学校教学楼拍的,0.9957
939,只有粉丝支持是没用的，粉丝支持不起来票房，从上映最初开始口碑就已经败了，已经过去一天多了，负责这块的团队如果没拿出对策来，过了这两天别人也就没有兴趣了，现在推鹿晗的热搜是吸引不到潜在观众的，能被吸引的已经去看过了！,0.999
940,18宫格 指日可待,0.7364
941,鹿晗粉丝都是假的 一人买一张票的话也该像海王漫威发官博似的都得破好几亿了,0.1565
942,肯定是全部啊！,0.4866
943,以许明天优酷可以免费看了,0.9726
944,群众眼睛是雪亮的,0.2949
945,你可真有想象力,0.5165
946,打一星的都是黑子,0.1993
947,在？有钱一起赚？,0.1561
949,彩蛋看的快哭死,0.7221
950,大堡加油,0.8953
951,鹿晗:我太难了，九宫格都凑不齐，又出了十八宫格,0.8322
952,总之，这部剧演员背下了锅，一声没吭的背下了所有的谩骂恶评和指责，时至今日仍然是一块黑板擦，不管什么事都拿他来擦。所以，演的好也罢，不好也罢，电影好也罢，不好也罢，该骂的都骂了，他也没吭一声的都承受下了，翻篇吧，距离上映已经近3个月，不好就让它安静躺在棺材里吧，看别的去吧。,0.476
953,应该全部都有问题吧,0.5512
954,NONONONO，电影跟鹿晗一样烂，不分伯仲，比翼齐烂，臭味相投，相得益彰,0.3592
955,你有病吧,0.4429
956,额..这剧情烂成啥样没点b数吗 这电影最多打6分,0.0231
957,要我讲实话吗？我喜欢里面的明星，冲着明星看，尬台词，尬剧情，尬演技，尬特效，真的好尬，内心毫无波动看完，没有感动搞笑震撼，真的，我看了3次哪吒2次烈火，这个我一半都看不下去。,1.0
958,大吧辛苦啦！,0.8234
959,我看了，真的很好,0.8651
960,大堡垒加油，希望你们能采取有效的措施，我们都不想这么优秀的影片被恶意埋没！,0.9413
961,老鹿，你难我们也难啊，等你出关多久了,0.1006
962,这年头说一个客观评价都不行了，这也要杠怎么不去为国家建设做贡献呢,0.1074
963,只能说你看人家易烊千玺演的少年的你，为啥没人喷，因为人家演的确实好，还改变了很多人的印象,0.7167
964,多少钱啊??发这一条能给你多少,0.1647
966,花絮里还有很多没放出来的情节，真是可惜,0.2847
967, 如果能回到最初，我还是会郑重的写下 上海堡垒。如果能回到当初，希望我能有勇气说出那句话，不留遗憾！,0.9653
970,烂片烂片烂片,0.0088
971,林澜她居然在等江洋呀！！！太好哭了 什么末日爱情,0.4818
973,在影院真的看哭了,0.8487
974,才上映第二天，双休日排片都降到15%，还热映中。。。我看你们做好提前下映的准备吧。,0.0387
975, 百度鹿晗吧 陪你闯天下,0.4989
976,百度鹿晗吧，陪你闯天下[加油],0.8949
978,好好睡，晚安,0.4214
979,我也在呢,0.5262
981,大家真好,0.6597
983,鹿晗究竟擅长啥？感觉怎么是啥啥也不行呢……可怜可悲！在过几年是不是越来越糊了，唉……白瞎这张帅脸了……怎么感觉现在归国四子里他混的最差呀？,0.3651
985,没鹿晗这电影宣传少就这破剧情和剪辑压根没啥人去看吧，我空间原著粉都说剧情被改的乱七八糟特效还行演员演技也不错,0.5415
986,高老板上线,0.5452
987,comment with pic.原来是真的可以买热搜！！！！,0.0522
988,一鹿相伴,0.5745
989,其实这部电影还是挺棒的啊 大家如果去电影院看了的话就会知道其实蛮好看的,0.9734
990,。。。可是片子就是烂啊,0.2968
991,那些粉丝再怎么控评也改变不了上海堡垒就是烂片的事实，还不如自己花钱多看几场来支持自己的偶像来的实在,0.7504
992,  帅出天际,0.9346
993,可是这又关你什么事 热搜那么多 你一个个挨着怼呗,0.0268
995,您们文案为何如此统一,0.9826
996,上海堡垒这次确实是死亏，不过导演能清楚认识到自身的不足，说明他还是位优秀的导演，六年磨一剑，人又有多少个六年了,0.9826
997,采访一下：被爱豆关注有什么想法？,0.9498
998,别看。。比掉了钱还难受,0.0911
999,3.6亿成本不算宣发，亏到姥姥家,0.2573
1000,人群中一眼万年的感觉,0.8298
1001,怎么你这那么多评论哈哈哈哈,0.7925
1003,本来以为只有这里差一点吧，后来发现哪儿都差，也不一一针对了，反正这部电影对于我说，白等两个月,0.0018
1004,首日票房7000万，第二日票房2000万刚出头，而且还是周末。这说明什么？,0.935
1005,今天去看的都是英雄，包括我！真爱了,0.9944
1006,电影是不错的，yxh做做人吧,0.9874
1007,为啥我觉得还行.........,0.0797
1008,我激动的都艾特错人了,0.8985
1009,我查了我们这边5个影院，3天的排片，一个人都没有。,0.2618
1010,去看哪吒路过上海堡垒，上海堡垒里面才2排人，哪吒几乎满了，就前三排没人，路人还是比较清楚的。,0.1499
1011,告诉我你们都有谁在的，报个名哈哈,0.6381
1012,瞎说什么大实话。然后。热搜排行榜除了第一位。其他的都可以买的,0.0007
1013, 新专辑继续加油,0.9336
1014,导演加油，其实电影是舆论真的有被恶意引导，很多地方都很可圈可点的，包括特效其实能看到国内的高水准，但是在不同影院环境出来的效果会差很多，另外以后可以多注意一下剧情的把控，感谢你的付出，一切经历都是经验，加油,1.0
1015,烂而不自知，寥寥可数的特效分钟，爱情与科幻结合的支离破碎，多处剧情完全像睿智一样，演技出戏，装扮迷离，令人无语，还各种刷分控评呢，服了,0.7819
1017,上海堡垒虽然让大家有点失望但是我感觉还是很不错的，敢于尝试和挑战了，有过错可以改,0.964
1018,你是高高的博物馆,0.9742
1019,我觉得他的造型师应该换了，每次出现都是……,0.5059
1022,哼哼哼，某些人啊，连电影都没有看过。就刷一星。不昧良心吗？,0.1279
1023,哈哈哈哈 急眼了,0.7907
1025,没了,0.3539
1026,舆论太可怕了，导演加油勇于去挑战的人 无论最后的结果怎样 都值得被尊敬 ,0.9954
1027,emmm怎么说呢，这电影不至于这样，但是剧情真的不咋滴，特效可以，6.7分吧，被搞一下就成这样了,0.388
1028,不是，就算喊不动路人，但他那么多粉丝一人去看一次，都回本了啊。。。搞不懂，那么多粉丝都是假的吗,0.3456
1029,建议你再截一张图对比，免得明天有人说你造谣,0.0151
1031,这部电影我觉得很好看啊，为什么说是烂片？,0.9379
1032,操控？？？我的朋友圈所有人都是差评哎~这咋操控,0.0967
1033,哈哈哈哈哈哈烂片立牌坊,0.9654
1034,科幻大片《上海堡垒》的上映过程，正如孔乙己进了酒店，所有人都等着看它的笑话，所有人也都看上了这个笑话。大家都乐在其中。不知道最后的票房够不够lh的片酬？ ,0.5865
1035,这不是鹿晗ID吧鹿晗以前说过自己ID的....,0.0012
1036,讲真，这片问题出在节奏，而且定位不明，又想讲爱情又想讲打仗，一部电影时间就那么长，没有搞明主次直接简单粗暴搞成爱情打仗五五分的后果就是爱情没时间拍细腻，打仗没时间拍爽快，导演确实该反思,1.0
1037,幸福了调调,0.5751
1039,真的很羡慕你们，还见过他真人,0.9985
1040,我寻思这不是正常操作吗，平时也有各种广告买热搜放在前十上啊。最上的右上角不是有广告俩字吗？,0.0197
1041, 太棒啦,0.9006
1042,电影真的不怎么，鹿晗还是先提升一下演技吧 ,0.9706
1043,我觉得制片方一直就是想走流量路线呀，从选剧本（走流量）选演员（走流量），做出的电影差强人意，真的是上映的时间真的不对了。,0.9278
1044,反炒？,0.3729
1045,看了 但这个剧情真的一言难尽,0.6682
1046,粉丝能不能滚呀 恶心死了,0.0401
1047,真的是烂片啊,0.5859
1048,被上天眷顾的幸运儿，我相信你也是很优秀的，才能让你的爱豆从人群中找到了你。,0.9998
1049,朋友圈都刷说 看睡着了 所以就没去 我朋友圈可没水军啥的 都是认识的朋友同学亲人！不是谁的粉 好看必须去看支持国产电影 不好看 肯定不会去的 现在挣钱不容易吖,0.6601
1050,图六,0.5
1051,救命 热搜三五六基本都是广告位不是很久以前就开始了吗,0.2909
1053,还是找些中流砥柱来演比较好,0.5841
1054,哈哈哈哈哈哈哈哈哈 收钱开始洗了,0.8407
1055,真是烂片啊，流浪地球开启了中国科幻电影的大门，上海堡垒把大门关上了，把钥匙还用大炮打飞了,0.9993
1056,烈火英雄,0.9866
1057,评论清一色感觉电影还不错什么演员也很难过，这跟他打游戏有关系吗……,0.9999
1058,没有这么差的,0.1405
1059,高高关注你了，羡慕呀,0.995
1060,就不能只专注歌唱和综艺吗？,0.9043
1061,帅啊,0.9333
1062,这不是重点 关键是这样一部电影 午夜幽灵场还是满座,0.933
1064,就是有了《流浪地球》做对比了以后，就觉得真的看着没意思。,0.9929
1065,烂就烂  芦苇姐姐不急了。。累  但你说烂是因为鹿晗  那您先少敲点键盘  少喝点高热量的东西 用一杯奶茶钱去看看  跟鹿晗自身原因有没有关系 闭眼喷流量没有必要 也不会显得你这个不喜欢流量的多高级,0.0175
1066,昨晚看的,0.5204
1067,打游戏就打游戏 电影烂怪导演编剧 又不是演员的锅 的游戏也要管 佛了,0.99
1068,没有那么差吧,0.1405
1069,遇见你真好,0.8397
1071,买再多热搜只能让更多人知道这部电影很烂，猫眼票房预测从3亿到昨天的2亿到现在的1.38亿，凉透了,0.9042
1073,不管别人怎么说，反正我觉得挺好的！,0.4853
1074,看到图片了  有人策划买差评。。。 有必要这么黑暗嘛   什么人啊这是,0.3609
1075,鹿晗真的真的太不容易本来情节就上不去，全靠鹿哥撑着最后背锅一切，我觉得演员没有错，关键在于导演情节安排，准备那么多年，没有大突破现在还得鹿晗站出来，勇于承担起这份责任他招谁惹谁了人心中的偏见是一座大山，这么好的脾气，真让人心疼啊! 本来也不是他的错为什么还得他站出来认真的回答质疑,1.0
1076,：看了上海堡垒我他妈后悔啊！你还不能说不好看，不然一堆人骂你，那行我就说这电影前无古人后无来者，超级棒，那LH那演的打破了以往对军人硬汉的传统形象，带给我们的是清丽奶萌，还要表扬化妆师，负伤炮轰画的妆很到位，LH演技得到充分突破及肯定，这样表扬可以了吧！,0.9999
1077,鹿晗的演技还是有待提高了啊 这次的电影的确不如人意啊 希望可以认识到演技态度这个问题,0.791
1078,我带两个孩子看了，孩子说很好看，我觉得还可以，有时候不能太严苛,0.7025
1079,然而唱歌跳舞也不可哈哈哈年纪大了惨的很,0.9551
1080,这套太好看太休闲啦，超级喜欢,0.7573
1082,因为有你，我们一直都在,0.5512
1083,以前哪个电视剧有个情节，洗澡像女人一样捂胸口的是他吗？拍gay片挺合适的。。。,0.5045
1084,哈哈哈,0.8684
1085,舆论真的是网络暴力,0.8174
1086,棒棒[贊啊],0.9967
1087,关注了不代表就是粉丝。 我们的钱也不是大风刮过来的。,0.3589
1088,八月 我也在广州啊 感谢你来过❤️,0.621
1089,居然比我lpl春晚还高一位,0.3364
1090,百度鹿晗吧  配你闯天下,0.3756
1091,还会怕没接到戏？人家有关晓彤这座大山呢,0.7379
1092,没看过不评论,0.1765
1093,就这特效98年的天煞都比这强！,0.04
1094,上海堡垒难看到什么程度...看完出来后觉得鹿晗唱歌真不错。,0.6276
1096,看了那么多电影，第一个让我看着睡着的片子。,0.8945
1097,最好的高以翔 很开心在机场见到你,0.9505
1098,一个亿的粉丝一人买一张票30块钱这票房都蹭蹭蹭上来了呀，这些粉丝是假粉哦,0.2572
1099,感谢江洋在这个夏天给予我的惊喜,0.9727
1100,没他粉丝作，估计也不会这么惨,0.3016
1101,各方面都很烂，但烂得很均匀，很舒服，并不会有那种突然辣到眼睛的感觉，你甚至有时又会惊叹于导演和鹿晗为这恰到好处的烂所做出的努力，不禁击节赞叹，以为妙绝，可以说烂出了电影的黄金比例 鹿晗演出了他的正常水平，是《择天记和《甜蜜暴击》的平均值，鹿晗多年对演技的打磨，终于接近横店群演水准,1.0
1102,流量的反噬期渐渐来了,0.6268
1103,遇见了你才知道什么叫永恒,0.9669
1104,我看了，差点出来,0.3624
1105,想知道图一同款耳机。。,0.5487
1106,所谓的芦苇姐姐们，也就在微博控评撕逼的欢，真要真金白银拿出来顶票房的时候，就莫得影子了，当然微博控评的里面保不准还有花钱请的水军╮(╯_╰)╭微博6000万粉丝，结果票房才多少？就算按照猫眼预测2个亿全部都是粉丝买的（当然不可能，个人感觉被骗的科幻粉和猎奇众都比粉丝多）,0.998
1107, 好棒[加油][加油][加油],0.9997
1108,鹿晗本来就是唱歌出道的，非被拉去拍戏，现在好多电视剧和电影的卖点在于让人感觉真实，带入感要有，但是很多艺人拍戏的时候放不下偶像包袱，即使你有很多很多的粉丝，但戏没拍好，观众还是不买账，毕竟大多数人还是理性的。所以啊，粉丝多少不是定量票房好不好的重要因素,1.0
1109,打感情牌，，，，支持的人别光嘴巴支持，，多去包场，，才是最大支持。,0.0155
1110,感觉这电影，特效不错，演员也不赖，就是没啥内涵,0.9975
1111,每个人看法不一样，不要过于自责,0.1937
1112,恭喜恭喜小調,0.9021
1113,帅高,0.9604
1115,支持博主多去包场看，让票房高起来，毕竟鹿晗的粉丝们也不愿意浪费钱为爱豆买单啊，浪费那钱去电影，是排骨不好吃还是火锅不香,0.0369
1116,是部纯粹的烂片 抛去演员  自己本事就不行   说你是科幻片吧特效不行   说你是爱情片吧感情强拗    别急眼 虚心接受吧,0.9724
1117,真的不至于骂成这样啊,0.1952
1118,[带着微博去旅行][带着微博去旅行][带着微博去旅行],0.9864
1119,加油加油！大吧辛苦了！鹿饭辛苦了！,0.9992
1120,一开始不打科幻这个口号可能好点,0.2919
1121,心疼大堡,0.5321
1122,帅帅的高boss,0.9964
1123, 风大雨大，我们一鹿同行！,0.1279
1124,上海堡垒这个片子，真的挺好的，演员的演技十分出色，虽然是配音，但是对上的地方特别多，最需要夸赞的就是特效，相当震撼。推荐大家去看看。毕竟，冤枉钱不能我一个人花。,0.9995
1125,没错，这就是烂钱,0.0427
1126,命中注定遇见他,0.9982
1127,❤️❤️❤️,0.5
1128,￼鹿晗 看一场《上海堡垒》需要多少勇气？需要积分，请互评！,0.1238
1129,每个人都应该有自己的定位，鹿晗如果喜欢表演，是不是可以学一下，哪怕是自学呢，艺人不是非要全面发展，暴露了自己的弱点，又毁了自己的名声，何必呢，努力自己擅长的不好吗？如果真的热爱表演这么多年了，也没见有多大进步呀，是本身不努力，还是不适合呀,0.9946
1130,真心难看,0.4476
1132,可以确定了，鹿姑凉的粉丝都是假的，,0.6686
1133,因为很多人说这是烂片  所以可能太着急了,0.1833
1134,每一次的守候都只为那颗最亮最闪的星  无论未来会怎样  我们依然永远都会在   ,0.9585
1136,脑残粉们，快用你的爱去撑票房啊，或许还来得及，怎么的也得十刷吧,0.9913
1137,所有的遇见都是命中注定,0.988
1139,不要说了，说多错多，让黑们自嗨吧。,0.0653
1140,最美遇见,0.9508
1144, 加油 一鹿前行,0.9251
1147, 大家辛苦了[給你小心心][給你小心心][給你小心心],0.0846
1150,我也想吃,0.5367
1154,加油回评,0.7038
1156,透哥字一如既往的好看,0.9098
1159,至少还有你,0.5425
1160,微博上全是五星好评,0.5309
1162,刚刚那张忘记截id了,0.38
1163,小声逼逼：太久没写字，真的飘的厉害，得多练练了,0.7767
1164,我忘了,0.5497
1165,字好好看呀,0.5758
1166,百度鹿晗吧  陪你闯天下,0.4989
1167,积分互评呀,0.0673
1169,看到鹿晗就知道电影是啥货色了,0.899
1170,Day10 “林澜 江洋喜欢你”,0.8346
1171,粉丝也挺自豪呢,0.9785
1172,超级帅气,0.5139
1173,我什么时候拥有鹿透的字,0.8341
1174,三巡再会,0.4992
1176,还我电影票钱,0.3544
1177, 就这阅读理解能力和素质还考研呢。？操行评定过了没呢,0.9878
1180,Day175   打卡,0.4738
1181,周一快乐,0.9429
1182,同框笔同框书怎么就写不出同框字嘞,0.0489
1185,上海，成为了人类最后的希望，也是最终的战场。,0.9781
1186,脸疼不疼,0.0778
1187,熟悉的笔熟悉的书，但我写不出这么好看的字,0.9462
1190,Day184,0.5
1191, ？看看,0.5262
1192,想要透哥的字 好好看,0.5678
1193,今年计划回家工作了，也没留在济南，也没兑现跟朋友的承诺，但好在赶上了首映最后一场，不遗憾了,0.3836
1194,月白与风清，山戴与川行，你眼中的风景明朗赤城,0.6651
1195,打卡,0.5
1197,哇瑟，鹿透这个字。,0.7792
1198,只有你值得我喜欢,0.8646
1200,哪个姐妹能把这个视频做成动图的！,0.8705
1202,字太好看了,0.483
1203,前排打 call,0.3104
1204,你住在我心里,0.3961
1206,姐妹可以啊！！,0.3137
1208,同款笔但是没有同款字,0.4984
1209,加油加油，大家很棒了,0.9996
1211, 灰鹰小队江洋，随时待命！[加油][加油][加油],0.9997
1212,这可是你们哥哥自己笑着说的哦，没人逼他说出这些话哦,0.9511
1213,做梦都想拥有的字,0.9164
1214,风大雨大，我们一鹿同行！！！,0.0332
1215,你值得被珍惜,0.9633
1216,ka,0.5
1217, ？人呢？你id第一个字了？,0.5141
1218,突然感觉有一丝沉重！“如果到了世界末日，但愿我们还都能相信爱情！”,0.9997
1219,辛苦了~,0.82
1221,哇哇哇，厉害了,0.3358
1222, ？,0.5262
1223,好棒,0.875
1224,你是远方星球的引力，所以我潮汐不止，百度鹿晗吧，陪你闯天下,0.9806
1225,这本书我熬夜看完的 看电影的时候睡着了,0.9572
1227,好看哎,0.7112
1228,艹哈哈哈哈哈哈哈哈哈哈哈哈哈哈啊哈哈哈哈哈笑疯了,0.9999
1229,字好看，这点一点都不随爱豆,0.4834
1231,连载先停一段，江南这是不要脸了，他之前也不更新呀,0.5998
1232,互评一下吧,0.1822
1233,谁也QQ音乐打榜链接。我怎么找不到打榜的了,0.6655
1234,是我们哥哥在努力,0.9804
1235,说得好像粉丝没有刷好评一样,0.122
1237,我靠 这字也太好看了吧,0.5113
1238,啪啪打脸,0.1482
1239, 哇，字好看！,0.6644
1240,辛苦了，你们真的好棒,0.976
1241,李家特色,0.6197
1242,我希望中国电影不是看什么赚钱就跟风拍什么，而是拍出自己的想法，拍出自己的风格，让我们看到不一样的灵魂。就像国漫，我不是因为哪吒火了才关注的，从大圣归来开始，那时候国漫需要众筹。到后来的风语咒，白蛇缘起，未来机器城，再到哪吒，每一部我都看过，他们风格各异，但都让我们看到了其中的用心,1.0
1244,回评来啦,0.2174
1245,真的一个暴哭啊,0.7208
1246,恶心心，本来就是想靠流量明星来捞一笔钱而已，礼貌代表演技？是不是上海理发店没麻药所以不能剪头发啊！流量是原罪吗？流量就是原罪。本来好好做他歌手谁管他，看着演员有钱就跑来了。不骂他骂谁？,0.9824
1247,而你在这里，就是生命的奇迹,0.9698
1248,好看,0.7112
1249,这耳光真响,0.4738
1250,恭喜,0.75
1252,封神榜雅座有请,0.6776
1253,哈哈哈哈哈6到飞起,0.8441
1254,#鹿晗[超话]##电影上海堡垒#    ,0.1403
1255,姐妹！去年生日鹿晗吧发的那个福利活动你还记得吗！,0.9841
1256,想要参与报名的近这个群 ,0.915
1257,这个电影真的，从幕后到台前都,0.6496
1258,互评置顶谢谢,0.3964
1259,加油加油！！！,0.9501
1263,哈哈哈哈哈哈哈哈哈,0.9957
1264,一样的书一样的笔,0.5863
1265,别拍龙族！,0.5
1266,解解我刚看到你给我的回复就发现原评论已被删除,0.0043
1267,我当时怎么就没想到呢,0.4106
1269,大连报道  去哪里报道,0.9568
1270,哈哈，没事的我又没有等过，也没打算看,0.311
1272,早安来回评啦！加油！,0.8455
1273,是哥哥自己的实力,0.9942
1274,我不怕来不及,0.5
1275,我拖后腿了,0.0643
1276,字好好看,0.5758
1277,主创人员态度都很端正。,0.2855
1278,流批,0.4268
1280,想不到我们阳江也能拥有姓名,0.1376
1281,知道三体为什么不上映了吧，拍的不好怕被骂。,0.0576
1284,我哭，希望宝贝的好能让全世界知道！,0.956
1287,謝謝大家,0.4738
1288,坦然面对努力改进加油吧！毕竟谁不想拍好自己的电影呢,0.9994
1290,导演六年的投入，第一帧都在电影里面看到的，希望大家都可以客观评价，至少是看过电影的，三人成虎的营销太可怕，,0.9811
1292,回评来了,0.3595
1293,感人,0.9512
1295,上海保垒,0.4297
1296,看哭了,0.7539
1297,看过电影觉得最大的锅就是他了，特效还好。剧本超烂。虽然不至于三分多。但也就五六分。这还是看在特效烧钱的份上。情节太烂了。其实鹿晗还好。但是倒是把锅背了。江南真的没有编剧的才华。还是安心小小说把,0.4039
1298,鞍山的看过来,0.7195
1299,片子我还没有看，但是看到刘海儿军人真的胃口已经没了95%,0.8702
1300,就喜欢他笑、他开心,0.9316
1301,互评互评,0.0428
1302,鹿晗反黑永远靠自己,0.6409
1303,完美男神。,0.8076
1304,大吧辛苦了,0.8234
1305,一部电影其它先放一边，最关键得讲好一个故事。显然，堡垒没讲好。,0.9621
1306,还可以参加嘛？!,0.4772
1307,流量明星还是去拍综艺和偶像剧吧，电影市场都是真刀真枪干的，流量明星玩不转,0.9979
1310,刚刚同事看到我看预告问我，这是星球大战吗？这么厉害,0.6245
1312,欢迎大家积极参与,0.75
1313,看到海报就不想看了,0.1654
1314,互评助攻,0.2884
1315,互评加油加油,0.9422
1316,感动啊 豆瓣真的一直很可怕的,0.9867
1317,长沙11号包场的一份子,0.0205
1318,广州芦聚合了，为大堡贝冲呀,0.8541
1319,没看电影看其他人评论觉得是烂片：你看都没看就说他烂。迫于压力去看完再说是烂片：知道烂你还去看干嘛。……行,0.1981
1321,回评,0.2174
1322,真的希望上海堡垒可以让路人对鹿哥改观啊,0.5316
1323,各位辛苦了，一路同行，祝福鹿晗,0.9764
1324,想去,0.5312
1325,不要再营销了，烦,0.055
1327,来啦来啦！互评,0.1822
1328,你的努力都会有回报,0.7947
1330,阳江的小姐妹们有参加的吗？,0.2313
1331,上海堡垒昨天看了 不吹不黑，从中立的角度谈，确实，很大气，立意高，能自洽，显示了中国科幻人特有的浪漫情怀 全片也时刻展现了导演对于整个故事的把控，演员对于角色的理解，尤其是在危急存亡之际闪耀出的大无畏的勇气与可歌可泣的爱情都让人泪目 全片水平之高，对标好菜坞的话，与环大西洋不相上,1.0
1334,看好江洋,0.4188
1336,广州芦到,0.7065
1337,幸好没去看，要不然就后悔死了,0.039
1341,辛苦了啊,0.82
1343,我觉得，人云亦云的东西很可怕，没有自己真正的去体验就去跟风的人，着实让人觉得可悲。,0.9361
1344,加油，回评来啦,0.7038
1345,来回评了,0.1779
1346,努力了就会有回报，是真的,0.7808
1347,扩扩扩！,0.9943
1348,笑到模糊,0.587
1350,群众的眼睛是雪亮的,0.2949
1353,我第一时间就买了票去，虽然开始是因为鹿晗才去的，（没有看过小说）我觉得剧情可能不是那么的完整，但是也没有说那么的无聊，至少我全程看完了而且确实有打动我的地方，但可能不是爱情，友情打动我的地方更多吧。其实网上有很多说烂的人有一部分我想没有去电影院看过吧,1.0
1357,一起加油,0.9048
1358,反正没有我，也不会有我的应援！,0.1676
1359,离大堡垒又近了一天,0.423
1361,我一个爆哭,0.3304
1362,欢迎互评,0.1822
1366, 欢迎积极参与呀！,0.75
1368,来回评啦,0.1779
1369,我好难过。,0.585
1370,互评来啦,0.1822
1373,来啦！来啦！,0.5262
1374,辛苦啦！,0.82
1376,加油早上好,0.9001
1377,花钱看烂片，你们还真是铁粉,0.1808
1378,感谢大巴有你们才能让我们相遇,0.8862
1379,期待新歌,0.8954
1380,鹿晗鹿晗鹿晗鹿晗鹿晗鹿晗鹿晗鹿晗鹿晗鹿晗鹿晗鹿晗鹿晗鹿晗鹿晗鹿晗鹿晗鹿晗,0.0247
1385,桶子送你，哥哥我抱走了,0.9798
1386,继续蹲,0.6429
1388,哇 好棒！,0.875
1389,最后等来了一个，广告,0.6559
1390,画的这么好吗,0.734
1391,请把桶子去掉,0.1605
1392,捞我自己！,0.8
1393,每人至少一百刷起啊！怎么才这么点票,0.1043
1394,啊啊啊啊好可爱！！！！,0.9342
1395,哈哈哈哈告诉我改了多少次,0.6951
1396,棒棒,0.997
1397,这个好！！！还有吗？？？还想看,0.0638
1398,啊这个画的好可爱,0.9131
1399,哈哈哈哈，看到桶子我笑了,0.8475
1400,感谢付出并一直记得陪你闯天下,0.9814
1401,哇哦，厉害,0.3596
1402,根据小编的随机抽取，恭喜,0.6894
1403,来啦！！！好棒！,0.621
1404,好可爱的,0.879
1405,看到桶子，我笑了，哈哈哈哈哈哈,0.9706
1407,有点想哭……,0.8031
1408, 小哥哥，其实我想说九宫格吧，它是需要不一样的色彩才对的！所以，我会一直等你的九宫格的！所以，无论你怎么皮，良票会一直在！最棒的你！,0.9923
1409,画得好可爱,0.9131
1412, 喜欢的你的笑，喜欢的眼，喜欢你的声音，喜欢你唱歌，喜欢你害羞，喜欢你自拍，有关你的一切，都喜欢！王老师你是最棒哒！！！,1.0
1413,明甜甜那么可爱，江司令官不考虑一下吗,0.9563
1416,终于有甜文，哭了,0.9358
1418,可爱啊,0.8089
1420, 全篇在这里！昨天发的那个有修改！,0.3834
1422, 墙都不扶就服lwjj，太有梗了 ,0.0356
1425, 最后回答问题也太会说了吧哈哈哈哈，主音吉他有点儿六啊,0.4477
1426,太可爱了吧,0.6663
1428,老王。咱们这是同款的脑子吗，神经大条到自己都无语了,0.3634
1429,喜欢是淡淡的爱，爱是深深的喜欢,0.9996
1432,好好看，好可爱,0.9169
1433,这次电影很给力，辛苦了。接下来为音乐鹿努力吧,0.9693
1434,这大半夜的这样真的好吗，又要失眠啦，重要的是我们一直在,0.6364
1435,江洋是最可爱的男孩纸,0.9444
1436,辛苦了❤️加油！,0.9723
1437,江哥好可爱,0.8673
1439,江小怂！！,0.2573
1440,万物再好，不及宫良,0.9691
1443,哥哥会越来越好,0.9875
1444,你是生命之光 永远在你背后支持你,0.978
1445,老大很是Nice,0.2782
1446,可爱！！,0.6286
1448,晚安 夜猫子…,0.512
1449,他就是出来冒了个泡,0.3623
1450,拥有良票，他格外幸福,0.9858
1451, 期待已久的采访来啦～你想知道的都在这里了,0.7769
1452,好看呀,0.7112
1453,今天光顾着看电影，积分任务还没完成，求互评啦,0.1114
1455,七夕节快乐,0.9333
1456,鹿晗哥哥又变帅了，喜欢这日系风格,0.9819
1457,所以……我如果使劲夸小爱和老王，有机会签名照嘛。,0.8963
1459,演技真的没话说，优秀,0.9556
1460,zhei个好看,0.6892
